time,PositionX,PositionY,PositionZ
24.78038,6.691118,-0.6553659,10
24.80038,6.826748,-1.141242,10
24.82038,6.973682,-1.593219,10
24.84038,7.09801,-1.9774,10
24.86038,7.233641,-2.37288,10
24.88038,7.301457,-2.57627,10
24.90038,7.346666,-2.689264,10
24.92038,7.380574,-2.757061,10
24.94038,7.40318,-2.802259,10
24.96038,7.437087,-2.858756,10
24.98038,7.470995,-2.915253,10
25.00038,7.493599,-3.005649,10
25.02038,7.516205,-3.062146,10
25.04038,7.550113,-3.118644,10
25.06038,7.561414,-3.152542,10
25.08038,7.572719,-3.175141,10
25.10038,7.572719,-3.175141,10
25.12038,7.572719,-3.175141,10
25.14038,7.572719,-3.175141,10
25.16039,7.572719,-3.175141,10
25.18039,7.572719,-3.175141,10
25.20039,7.572719,-3.175141,10
25.22039,7.572719,-3.175141,10
25.24039,7.572719,-3.175141,10
25.26039,7.572719,-3.175141,10
25.28039,7.572719,-3.175141,10
25.30039,7.572719,-3.175141,10
25.32039,7.572719,-3.175141,10
25.34039,7.572719,-3.175141,10
25.36039,7.572719,-3.175141,10
25.38039,7.572719,-3.175141,10
25.40039,7.572719,-3.175141,10
25.42039,7.572719,-3.175141,10
25.44039,7.572719,-3.175141,10
25.46039,7.572719,-3.175141,10
25.48039,7.58402,-3.175141,10
25.50039,7.617928,-3.18644,10
25.52039,7.651835,-3.18644,10
25.54039,7.685743,-3.197739,10
25.56039,7.708349,-3.197739,10
25.58039,7.753559,-3.197739,10
25.6004,7.821374,-3.197739,10
25.6204,7.900491,-3.197739,10
25.6404,7.97961,-3.197739,10
25.6604,8.047426,-3.197739,10
25.6804,8.126543,-3.197739,10
25.7004,8.194358,-3.18644,10
25.7204,8.250872,-3.18644,10
25.7404,8.296082,-3.18644,10
25.7604,8.318687,-3.18644,10
25.7804,8.341291,-3.18644,10
25.8004,8.363897,-3.175141,10
25.8204,8.409106,-3.175141,10
25.8404,8.443014,-3.163841,10
25.8604,8.46562,-3.152542,10
25.8804,8.499527,-3.152542,10
25.9004,8.533436,-3.152542,10
25.9204,8.567344,-3.152542,10
25.9404,8.601251,-3.141242,10
25.9604,8.635159,-3.129942,10
25.9804,8.669066,-3.129942,10
26.0004,8.702973,-3.129942,10
26.0204,8.725579,-3.118644,10
26.04041,8.736881,-3.107344,10
26.06041,8.748183,-3.107344,10
26.08041,8.759487,-3.107344,10
26.10041,8.770789,-3.107344,10
26.12041,8.782091,-3.107344,10
26.14041,8.793394,-3.096044,10
26.16041,8.804697,-3.096044,10
26.18041,8.815999,-3.096044,10
26.20041,8.827303,-3.096044,10
26.22041,8.827303,-3.096044,10
26.24041,8.838605,-3.096044,10
26.26041,8.838605,-3.084745,10
26.28041,8.838605,-3.084745,10
26.30041,8.838605,-3.084745,10
26.32041,8.838605,-3.084745,10
26.34041,8.838605,-3.084745,10
26.36041,8.838605,-3.084745,10
26.38041,8.838605,-3.084745,10
26.40041,8.838605,-3.084745,10
43.3008,8.522133,2.146894,10
43.3208,8.522133,2.146894,10
43.3408,8.522133,2.146894,10
43.3608,8.522133,2.146894,10
43.3808,8.522133,2.146894,10
43.4008,8.522133,2.146894,10
43.4208,8.522133,2.146894,10
